Tree Number	Desc Ui	Term
D02.886.590.263.050	D000072	Acedapsone
D02.886.590.625	D010664	Phenylmethylsulfonyl Fluoride
D02.886.590.700	D013449	Sulfonamides
D02.886.590.700.120	D001574	Benzolamide
D02.886.590.700.135	D001581	Benzothiadiazines
D02.886.590.700.135.138	D001539	Bendroflumethiazide
D02.886.590.700.135.261	D002740	Chlorothiazide
D02.886.590.700.135.261.476	D006852	Hydrochlorothiazide
D02.886.590.700.135.261.476.716	D014237	Trichlormethiazide
D02.886.590.700.135.285	D003518	Cyclopenthiazide
D02.886.590.700.135.300	D003981	Diazoxide
D02.886.590.700.135.475	D006857	Hydroflumethiazide
D02.886.590.700.135.620	D008736	Methyclothiazide
D02.886.590.700.135.781	D011139	Polythiazide
D02.886.590.700.150	D002034	Bumetanide
D02.886.590.700.247	D000068579	Celecoxib
D02.886.590.700.365	D002752	Chlorthalidone
D02.886.590.700.390	D003005	Clopamide
D02.886.590.700.400	D000069454	Darunavir
D02.886.590.700.410	D004005	Dichlorphenamide
D02.886.590.700.420	D005016	Ethoxzolamide
D02.886.590.700.540	D007190	Indapamide
D02.886.590.700.545	D019307	1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine
D02.886.590.700.570	D008272	Mafenide
D02.886.590.700.575	D008529	Mefruside
D02.886.590.700.600	D008788	Metolazone
D02.886.590.700.625	D011339	Probenecid
D02.886.590.700.650	D000068718	Rosuvastatin Calcium
D02.886.590.700.675	D000068677	Sildenafil Citrate
D02.886.590.700.700	D000069616	Simeprevir
D02.886.590.700.725	D013424	Sulfanilamides
D02.886.590.700.725.300	D005665	Furosemide
D02.886.590.700.725.650	D013409	Sulfacetamide
D02.886.590.700.725.700	D013410	Sulfachlorpyridazine
D02.886.590.700.725.755	D013411	Sulfadiazine
D02.886.590.700.725.755.800	D012837	Silver Sulfadiazine
D02.886.590.700.725.760	D013412	Sulfadimethoxine
D02.886.590.700.725.765	D013413	Sulfadoxine
D02.886.590.700.725.810	D013414	Sulfaguanidine
D02.886.590.700.725.850	D013415	Sulfalene
D02.886.590.700.725.853	D013416	Sulfamerazine
D02.886.590.700.725.857	D013417	Sulfameter
D02.886.590.700.725.862	D013418	Sulfamethazine
D02.886.590.700.725.867	D013420	Sulfamethoxazole
D02.886.590.700.725.867.500	D015662	Trimethoprim, Sulfamethoxazole Drug Combination
D02.886.590.700.725.872	D013421	Sulfamethoxypyridazine
D02.886.590.700.725.877	D013422	Sulfamonomethoxine
D02.886.590.700.725.882	D013423	Sulfamoxole
D02.886.590.700.725.887	D013426	Sulfaphenazole
D02.886.590.700.725.900	D013427	Sulfapyridine
D02.886.590.700.725.925	D013428	Sulfaquinoxaline
D02.886.590.700.725.935	D013432	Sulfathiazoles
D02.886.590.700.725.935.813	D013419	Sulfamethizole
D02.886.590.700.725.940	D013443	Sulfisomidine
D02.886.590.700.725.945	D013444	Sulfisoxazole
D02.886.590.700.730	D012460	Sulfasalazine
D02.886.590.700.750	D018170	Sumatriptan
D02.886.590.700.975	D014988	Xipamide
D02.886.590.795	D013453	Sulfonylurea Compounds
D02.886.590.795.071	D000092	Acetohexamide
D02.886.590.795.204	D002271	Carbutamide
D02.886.590.795.283	D002747	Chlorpropamide
D02.886.590.795.475	D005907	Gliclazide
D02.886.590.795.500	D005913	Glipizide
D02.886.590.795.575	D005905	Glyburide
D02.886.590.795.834	D014042	Tolazamide
D02.886.590.795.896	D014044	Tolbutamide
D02.886.590.887	D014105	Tosyl Compounds
D02.886.590.887.140	D001961	Bromcresol Green
D02.886.590.887.150	D001962	Bromcresol Purple
D02.886.590.887.180	D001978	Bromphenol Blue
D02.886.590.887.200	D001979	Bromthymol Blue
D02.886.590.887.570	D014106	Tosylarginine Methyl Ester
D02.886.590.887.600	D014107	Tosyllysine Chloromethyl Ketone
D02.886.590.887.660	D014108	Tosylphenylalanyl Chloromethyl Ketone
D02.886.620	D013452	Sulfonium Compounds
D02.886.640	D013454	Sulfoxides
D02.886.640.074	D053799	2-Pyridinylmethylsulfinylbenzimidazoles
D02.886.640.074.249	D064747	Lansoprazole
D02.886.640.074.249.500	D064748	Dexlansoprazole
D02.886.640.074.500	D009853	Omeprazole
D02.886.640.074.500.500	D064098	Esomeprazole
D02.886.640.074.750	D064750	Rabeprazole
D02.886.640.150	D004121	Dimethyl Sulfoxide
D02.886.645	D013456	Sulfur Acids
D02.886.645.575	D013434	Sulfenic Acids
D02.886.645.585	D013441	Sulfinic Acids
D02.886.645.600	D013451	Sulfonic Acids
D02.886.645.600.055	D017738	Alkanesulfonic Acids
D02.886.645.600.055.050	D000476	Alkanesulfonates
D02.886.645.600.055.050.500	D015080	Mesna
D02.886.645.600.055.050.510	D008698	Mesylates
D02.886.645.600.055.050.510.100	D002066	Busulfan
D02.886.645.600.055.050.510.300	D005020	Ethyl Methanesulfonate
D02.886.645.600.055.050.510.500	D008741	Methyl Methanesulfonate
D02.886.645.600.055.050.632	D012967	Sodium Dodecyl Sulfate
D02.886.645.600.055.050.755	D012981	Sodium Tetradecyl Sulfate
D02.886.645.600.055.250	D006531	HEPES
D02.886.645.600.055.300	D007513	Isethionic Acid
D02.886.645.600.055.850	D013654	Taurine
D02.886.645.600.055.850.800	D013656	Taurocholic Acid
D02.886.645.600.055.850.800.900	D013657	Taurodeoxycholic Acid
D02.886.645.600.055.850.800.900.875	D013655	Taurochenodeoxycholic Acid
D02.886.645.600.055.850.800.925	D013658	Taurolithocholic Acid
D02.886.645.600.080	D017739	Arylsulfonic Acids
D02.886.645.600.080.050	D001190	Arylsulfonates
D02.886.645.600.080.050.100	D001557	Benzenesulfonates
D02.886.645.600.080.050.100.075	D002123	Calcium Dobesilate
D02.886.645.600.080.050.100.100	D002731	4-Chloromercuribenzenesulfonate
D02.886.645.600.080.050.100.150	D014013	1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt
D02.886.645.600.080.050.100.300	D004979	Ethamsylate
D02.886.645.600.080.050.100.325	D005297	Ferrozine
D02.886.645.600.080.050.100.600	D011074	Polyanetholesulfonate
D02.886.645.600.080.050.550	D008086	Lissamine Green Dyes
D02.886.645.600.080.050.650	D009282	Naphthalenesulfonates
D02.886.645.600.080.050.650.012	D000548	Amaranth Dye
D02.886.645.600.080.050.650.025	D000580	Amido Black
D02.886.645.600.080.050.650.050	D000817	Anilino Naphthalenesulfonates
D02.886.645.600.080.050.650.250	D003224	Congo Red
D02.886.645.600.080.050.650.300	D005070	Evans Blue
D02.886.645.600.080.050.650.750	D013498	Suramin
D02.886.645.600.080.050.650.875	D014343	Trypan Blue
D02.886.645.600.080.850	D013425	Sulfanilic Acids
D02.886.645.600.080.900	D014302	Trinitrobenzenesulfonic Acid
D02.886.645.600.925	D013886	Thiosulfonic Acids
D02.886.645.655	D013464	Sulfuric Acids
D02.886.645.655.424	D010426	Pentosan Sulfuric Polyester
D02.886.645.655.850	D013463	Sulfuric Acid Esters
D02.886.655	D049971	Thiazides
D02.886.655.500	D001581	Benzothiadiazines
D02.886.655.500.138	D001539	Bendroflumethiazide
D02.886.655.500.261	D002740	Chlorothiazide
D02.886.655.500.261.476	D006852	Hydrochlorothiazide
D02.886.655.500.261.476.716	D014237	Trichlormethiazide
D02.886.655.500.285	D003518	Cyclopenthiazide
D02.886.655.500.300	D003981	Diazoxide
D02.886.655.500.475	D006857	Hydroflumethiazide
D02.886.655.500.620	D008736	Methyclothiazide
D02.886.655.500.781	D011139	Polythiazide
D02.886.665	D013843	Thiazines
D02.886.665.074	D002511	Cephalosporins
D02.886.665.074.150	D002435	Cefamandole
D02.886.665.074.150.160	D002438	Cefoperazone
D02.886.665.074.160	D002437	Cefazolin
D02.886.665.074.177	D015790	Cefonicid
D02.886.665.074.185	D002441	Cefsulodin
D02.886.665.074.190	D002505	Cephacetrile
D02.886.665.074.190.190	D002439	Cefotaxime
D02.886.665.074.190.190.115	D020682	Cefixime
D02.886.665.074.190.190.125	D015281	Cefmenoxime
D02.886.665.074.190.190.135	D015310	Cefotiam
D02.886.665.074.190.190.145	D015296	Ceftizoxime
D02.886.665.074.190.190.155	D002443	Ceftriaxone
D02.886.665.074.190.190.165	D002444	Cefuroxime
D02.886.665.074.190.210	D002512	Cephalothin
D02.886.665.074.190.230	D002514	Cephapirin
D02.886.665.074.200	D002506	Cephalexin
D02.886.665.074.200.155	D002433	Cefaclor
D02.886.665.074.200.165	D002434	Cefadroxil
D02.886.665.074.200.165.125	D002436	Cefatrizine
D02.886.665.074.200.180	D002507	Cephaloglycin
D02.886.665.074.200.185	D002515	Cephradine
D02.886.665.074.210	D002509	Cephaloridine
D02.886.665.074.210.150	D002442	Ceftazidime
D02.886.665.074.250	D002513	Cephamycins
D02.886.665.074.250.177	D015311	Cefmetazole
D02.886.665.074.250.199	D015313	Cefotetan
D02.886.665.074.250.222	D002440	Cefoxitin
D02.886.665.150	D002720	Chlormezanone
D02.886.665.400	D009547	Nifurtimox
D02.886.665.500	D010894	Piroxicam
D02.886.665.785	D013829	Thiadiazines
D02.886.665.985	D014991	Xylazine
D02.886.675	D013844	Thiazoles
D02.886.675.180	D002719	Chlormethiazole
D02.886.675.182	D000069547	Cobicistat
D02.886.675.182.500	D000069545	Elvitegravir, Cobicistat, Emtricitabine, Tenofovir Disoproxil Fumarate Drug Combination
D02.886.675.184	D000069439	Dasatinib
D02.886.675.188	D004225	Dithiazanine
D02.886.675.197	D005016	Ethoxzolamide
D02.886.675.215	D015738	Famotidine
D02.886.675.250	D005200	FANFT
D02.886.675.274	D000069465	Febuxostat
D02.886.675.298	D049454	Firefly Luciferin
D02.886.675.346	D007978	Levamisole
D02.886.675.414	D000069056	Lurasidone Hydrochloride
D02.886.675.482	D009560	Niridazole
D02.886.675.500	D016567	Nizatidine
D02.886.675.540	D010119	Oxythiamine
D02.886.675.649	D012236	Rhodanine
D02.886.675.651	D019782	Riluzole
D02.886.675.653	D019438	Ritonavir
D02.886.675.687	D012439	Saccharin
D02.886.675.725	D013432	Sulfathiazoles
D02.886.675.782	D013773	Tetramisole
D02.886.675.840	D013827	Thiabendazole
D02.886.675.867	D013830	Thiadiazoles
D02.886.675.867.060	D000086	Acetazolamide
D02.886.675.867.120	D001574	Benzolamide
D02.886.675.867.537	D008704	Methazolamide
D02.886.675.867.768	D013999	Timolol
D02.886.675.867.768.500	D000068599	Brimonidine Tartrate, Timolol Maleate Drug Combination
D02.886.675.900	D013831	Thiamine
D02.886.675.900.300	D005666	Fursultiamin
D02.886.675.900.600	D013833	Thiamine Monophosphate
D02.886.675.900.702	D013835	Thiamine Pyrophosphate
D02.886.675.900.900	D013838	Thiamine Triphosphate
D02.886.675.933	D045162	Thiazolidinediones
D02.886.675.966	D053778	Thiazolidines
D02.886.680	D013846	Thiepins
D02.886.680.350	D003988	Dibenzothiepins
D02.886.680.350.250	D004308	Dothiepin
D02.886.680.350.520	D008719	Methiothepin
D02.886.680.702	D013841	Thiazepines
D02.886.680.702.500	D003987	Dibenzothiazepines
D02.886.680.702.500.500	D000069348	Quetiapine Fumarate
D02.886.685	D013854	Thioamides
D02.886.685.800	D013853	Thioacetamide
D02.886.706	D013859	Thiocarbamates
D02.886.706.175	D004125	Dimethyldithiocarbamate
D02.886.706.175.900	D013893	Thiram
D02.886.706.175.950	D015039	Ziram
D02.886.706.200	D004050	Ditiocarb
D02.886.706.200.200	D004221	Disulfiram
D02.886.706.250	D005028	Ethylenebis(dithiocarbamates)
D02.886.706.250.500	D008344	Maneb
D02.886.706.250.950	D015038	Zineb
D02.886.706.537	D008724	Methomyl
D02.886.706.825	D014047	Tolnaftate
D02.886.706.850	D014214	Triallate
D02.886.728	D013861	Thiocyanates
D02.886.740	D013865	Thioglycosides
D02.886.740.149	D004226	Dithioerythritol
D02.886.740.224	D004229	Dithiothreitol
D02.886.740.299	D013392	Sucralfate
D02.886.740.600	D013862	Thiogalactosides
D02.886.740.600.500	D007544	Isopropyl Thiogalactoside
D02.886.740.703	D013863	Thioglucosides
D02.886.740.703.350	D005961	Glucosinolates
D02.886.753	D013871	Thiones
D02.886.753.077	D000781	Anethole Trithione
D02.886.759	D013872	Thionucleosides
D02.886.759.111	D001379	Azathioprine
D02.886.759.800	D013868	Thioinosine
D02.886.759.800.500	D008778	Methylthioinosine
D02.886.759.829	D013891	Thiouridine
D02.886.765	D013873	Thionucleotides
D02.886.765.380	D016244	Guanosine 5'-O-(3-Thiotriphosphate)
D02.886.778	D013876	Thiophenes
D02.886.778.075	D000068896	Canagliflozin
D02.886.778.150	D002355	Carticaine
D02.886.778.260	D000068736	Duloxetine Hydrochloride
D02.886.778.315	D000068799	Prasugrel Hydrochloride
D02.886.778.370	D007665	Ketotifen
D02.886.778.440	D009015	Morantel
D02.886.778.580	D010918	Pizotyline
D02.886.778.634	D011715	Pyrantel
D02.886.778.634.600	D011716	Pyrantel Pamoate
D02.886.778.634.670	D011717	Pyrantel Tartrate
D02.886.778.727	D000069552	Rivaroxaban
D02.886.778.820	D013804	Thenoyltrifluoroacetone
D02.886.778.823	D058924	Thienopyridines
D02.886.778.823.500	D013988	Ticlopidine
D02.886.778.827	D008063	Thioctic Acid
D02.886.778.840	D013989	Ticrynafen
D02.886.778.850	D013992	Tiletamine
D02.886.803	D013882	Thiosemicarbazones
D02.886.803.450	D008720	Methisazone
D02.886.803.702	D013828	Thioacetazone
D02.886.904	D013890	Thiourea
D02.886.904.100	D000338	beta-Aminoethyl Isothiourea
D02.886.904.200	D002049	Burimamide
D02.886.904.282	D017259	Dimaprit
D02.886.904.365	D006164	Guanylthiourea
D02.886.904.390	D007550	Isothiuronium
D02.886.904.425	D008693	Methallibure
D02.886.904.455	D008785	Metiamide
D02.886.904.500	D009677	Noxythiolin
D02.886.904.601	D010670	Phenylthiourea
D02.886.904.601.600	D010668	Phenylthiazolylthiourea
D02.886.904.601.900	D013875	Thiophanate
D02.886.952	D013892	Thioxanthenes
D02.886.952.250	D002749	Chlorprothixene
D02.886.952.305	D003006	Clopenthixol
D02.886.952.360	D005475	Flupenthixol
D02.886.952.450	D006826	Hycanthone
D02.886.952.500	D008154	Lucanthone
D02.886.952.787	D013888	Thiothixene
D02.925	D014226	Triazenes
D02.925.200	D003606	Dacarbazine
D02.925.240	D004133	Diminazene
D02.948	D014508	Urea
D02.948.058	D000481	Allantoin
D02.948.117	D001736	Biureas
D02.948.130	D001737	Biuret
D02.948.160	D001968	Bromisovalum
D02.948.395	D006918	Hydroxyurea
D02.948.511	D008782	Methylurea Compounds
D02.948.594	D009607	Nitrosourea Compounds
D02.948.594.247	D002330	Carmustine
D02.948.594.310	D005038	Ethylnitrosourea
D02.948.594.440	D008130	Lomustine
D02.948.594.440.700	D012673	Semustine
D02.948.594.490	D008770	Methylnitrosourea
D02.948.594.550	D015376	Nimustine
D02.948.594.768	D013311	Streptozocin
D02.948.681	D010671	Phenylurea Compounds
D02.948.681.202	D002224	Carbanilides
D02.948.681.202.400	D007095	Imidocarb
D02.948.681.202.550	D009528	Nicarbazin
D02.948.681.241	D017272	Celiprolol
D02.948.681.280	D004132	Diflubenzuron
D02.948.681.397	D004237	Diuron
D02.948.681.515	D008044	Linuron
D02.948.828	D013453	Sulfonylurea Compounds
D02.948.828.071	D000092	Acetohexamide
D02.948.828.204	D002271	Carbutamide
D02.948.828.283	D002747	Chlorpropamide
D02.948.828.475	D005907	Gliclazide
D02.948.828.575	D005905	Glyburide
D02.948.828.834	D014042	Tolazamide
D02.948.828.896	D014044	Tolbutamide
D02.948.898	D013890	Thiourea
D02.948.898.100	D000338	beta-Aminoethyl Isothiourea
D02.948.898.200	D002049	Burimamide
D02.948.898.282	D017259	Dimaprit
D02.948.898.323	D005031	Ethylenethiourea
D02.948.898.365	D006164	Guanylthiourea
D02.948.898.390	D007550	Isothiuronium
D02.948.898.425	D008693	Methallibure
D02.948.898.455	D008785	Metiamide
D02.948.898.500	D009677	Noxythiolin
D02.948.898.601	D010670	Phenylthiourea
D02.948.898.601.600	D010668	Phenylthiazolylthiourea
D02.948.898.601.900	D013875	Thiophanate
D02.974	D055549	Volatile Organic Compounds
D03	D006571	Heterocyclic Compounds
D03.066	D000147	Acids, Heterocyclic
D03.066.160	D002937	Cinoxacin
D03.066.288	D007210	Indoleacetic Acids
D03.066.288.200	D017308	Etodolac
D03.066.288.478	D006897	Hydroxyindoleacetic Acid
D03.066.349	D007539	Isonicotinic Acids
D03.066.349.220	D005000	Ethionamide
D03.066.349.390	D007490	Iproniazid
D03.066.349.410	D007538	Isoniazid
D03.066.349.490	D009526	Nialamide
D03.066.349.570	D011515	Prothionamide
D03.066.349.600	D011735	Pyridoxic Acid
D03.066.399	D007540	Isonipecotic Acids
D03.066.399.300	D004157	Diphenoxylate
D03.066.399.450	D008614	Meperidine
D03.066.399.450.700	D011396	Promedol
D03.066.399.600	D010638	Phenoperidine
D03.066.399.650	D010892	Pirinitramide
D03.066.515	D009539	Nicotinic Acids
D03.066.515.292	D001115	Arecoline
D03.066.515.375	D003002	Clonixin
D03.066.515.400	D004974	Etazolate
D03.066.515.475	D009525	Niacin
D03.066.515.530	D009536	Niacinamide
D03.066.515.530.248	D015120	6-Aminonicotinamide
D03.066.515.530.498	D020108	Nicorandil
D03.066.515.530.500	D009552	Nikethamide
D03.066.515.540	D009531	Niceritrol
D03.066.515.550	D009544	Niflumic Acid
D03.066.515.635	D010876	Pipemidic Acid
D03.066.515.650	D010893	Piromidic Acid
D03.066.515.950	D014971	Xanthinol Niacinate
D03.066.566	D009557	Nipecotic Acids
D03.066.627	D009963	Orotic Acid
D03.066.707	D010848	Picolinic Acids
D03.066.707.200	D005669	Fusaric Acid
D03.066.707.523	D010846	Picloram
D03.066.707.768	D013308	Streptonigrin
D03.066.758	D010875	Pipecolic Acids
D03.066.942	D014977	Xanthurenates
D03.066.942.505	D007736	Kynurenic Acid
D03.132	D000470	Alkaloids
D03.132.014	D017485	1-Deoxynojirimycin
D03.132.030	D000157	Aconitine
D03.132.032	D054831	Acridones
D03.132.032.077	D000175	Acronine
D03.132.052	D047151	Amaryllidaceae Alkaloids
D03.132.052.500	D005702	Galantamine
D03.132.066	D000691	Anabasine
D03.132.080	D001115	Arecoline
D03.132.089	D053119	Benzophenanthridines
D03.132.098	D044182	Benzylisoquinolines
D03.132.098.038	D001060	Aporphines
D03.132.098.038.290	D001058	Apomorphine
D03.132.098.057	D001600	Berberine Alkaloids
D03.132.098.057.100	D001599	Berberine
D03.132.098.077	D001640	Bicuculline
D03.132.098.666	D010208	Papaverine
D03.132.098.666.850	D013765	Tetrahydropapaveroline
D03.132.098.833	D014117	Toxiferine
D03.132.098.833.050	D000443	Alcuronium
D03.132.098.916	D014403	Tubocurarine
D03.132.124	D050858	Betalains
D03.132.124.500	D050859	Betacyanins
D03.132.124.750	D050860	Betaxanthins
D03.132.151	D002166	Camptothecin
D03.132.151.850	D019772	Topotecan
D03.132.206	D002930	Cinchona Alkaloids
D03.132.206.636	D011802	Quinidine
D03.132.206.719	D011803	Quinine
D03.132.225	D003078	Colchicine
D03.132.225.374	D003703	Demecolcine
D03.132.225.500	D008162	Lumicolchicines
D03.132.285	D004079	Dihydro-beta-Erythroidine
D03.132.316	D004640	Emetine
D03.132.327	D004876	Ergot Alkaloids
D03.132.327.287	D004873	Ergolines
D03.132.327.287.262	D004874	Ergonovine
D03.132.327.287.262.455	D008755	Methylergonovine
D03.132.327.287.417	D008090	Lisuride
D03.132.327.287.572	D008237	Lysergic Acid
D03.132.327.287.572.522	D008238	Lysergic Acid Diethylamide
D03.132.327.287.630	D008711	Metergoline
D03.132.327.287.689	D008784	Methysergide
D03.132.327.287.730	D009530	Nicergoline
D03.132.327.287.800	D010479	Pergolide
D03.132.327.412	D004879	Ergotamines
D03.132.327.412.100	D001971	Bromocriptine
D03.132.327.412.150	D025441	Dihydroergocornine
D03.132.327.412.175	D025442	Dihydroergocristine
D03.132.327.412.200	D025443	Dihydroergocryptine
D03.132.327.412.225	D004087	Dihydroergotamine
D03.132.327.412.250	D004088	Dihydroergotoxine
D03.132.327.412.250.500	D004877	Ergoloid Mesylates
D03.132.327.412.400	D004878	Ergotamine
D03.132.420	D006248	Harringtonines
D03.132.436	D026121	Indole Alkaloids
D03.132.436.444	D006246	Harmaline
D03.132.436.477	D006247	Harmine
D03.132.436.545	D010830	Physostigmine
D03.132.436.613	D011562	Psilocybin
D03.132.436.681	D046948	Secologanin Tryptamine Alkaloids
D03.132.436.681.077	D000404	Ajmaline
D03.132.436.681.077.324	D064794	Lorajmine
D03.132.436.681.077.650	D011219	Prajmaline
D03.132.436.681.333	D004611	Ellipticines
D03.132.436.681.444	D007050	Ibogaine
D03.132.436.681.722	D013331	Strychnine
D03.132.436.681.827	D014748	Vinca Alkaloids
D03.132.436.681.827.650	D014747	Vinblastine
D03.132.436.681.827.750	D014749	Vincamine
D03.132.436.681.827.817	D014750	Vincristine
D03.132.436.681.827.830	D014751	Vindesine
D03.132.436.681.933	D015016	Yohimbine
D03.132.436.681.933.500	D012110	Reserpine
D03.132.436.750	D019311	Staurosporine
D03.132.478	D008120	Lobeline
D03.132.524	D008635	Mescaline
D03.132.545	D009116	Muscarine
D03.132.577	D053610	Opiate Alkaloids
D03.132.577.249	D009019	Morphinans
D03.132.577.249.106	D001575	Benzomorphans
D03.132.577.249.106.700	D010423	Pentazocine
D03.132.577.249.106.715	D010620	Phenazocine
D03.132.577.249.150	D002047	Buprenorphine
D03.132.577.249.150.500	D000069479	Buprenorphine, Naloxone Drug Combination
D03.132.577.249.165	D002077	Butorphanol
D03.132.577.249.200	D003915	Dextromethorphan
D03.132.577.249.235	D003917	Dextrorphan
D03.132.577.249.250	D004174	Diprenorphine
D03.132.577.249.270	D005048	Etorphine
D03.132.577.249.413	D007977	Levallorphan
D03.132.577.249.463	D007981	Levorphanol
D03.132.577.249.562	D009022	Morphine Derivatives
D03.132.577.249.562.149	D003061	Codeine
D03.132.577.249.562.149.287	D006853	Hydrocodone
D03.132.577.249.562.149.575	D010098	Oxycodone
D03.132.577.249.562.350	D004090	Dihydromorphine
D03.132.577.249.562.430	D005036	Ethylmorphine
D03.132.577.249.562.445	D003932	Heroin
D03.132.577.249.562.450	D004091	Hydromorphone
D03.132.577.249.562.571	D009020	Morphine
D03.132.577.249.562.692	D010111	Oxymorphone
